make,model,price,fuel,year,kms,power,doors,shift,is_professional,province
VOLVO,S60,15950,Diésel,2015.0,69000,190.0,4,Automático,True,Barcelona
CITROEN,C4 Picasso,5500,Diésel,2009.0,150000,110.0,5,Automático,False,Madrid
VOLKSWAGEN,Passat,4500,Diésel,2006.0,230000,,5,Manual,False,Cádiz
FORD,Focus,3800,Diésel,2009.0,170000,,3,Manual,False,Sevilla
OPEL,Zafira,1850,Diésel,2003.0,259000,,5,Manual,False,Granada
IVECO,Daily,10500,Diésel,2010.0,238000,146.0,2,Manual,False,Córdoba
MERCEDES-BENZ,Clase GLE Coupé,49490,Diésel,2017.0,66000,258.0,5,Automático,True,Madrid
CITROEN,C4,4500,Gasolina,2012.0,149000,,5,Manual,False,Tenerife
AUDI,A4,17650,Diésel,2016.0,88000,150.0,5,Manual,True,Sevilla
FIAT,Idea,2990,Diésel,2004.0,121000,,5,Manual,False,Tarragona
MERCEDES-BENZ,Clase A,2400,Gasolina,2004.0,260000,82.0,5,Manual,True,Badajoz
AUDI,Q2,22900,Diésel,2018.0,28000,116.0,5,Manual,True,Zaragoza
SEAT,Ibiza,5900,Gasolina,2011.0,80000,85.0,5,Manual,False,Badajoz
PEUGEOT,Boxer,26990,Diésel,2019.0,11582,130.0,2,Manual,True,Madrid
OPEL,Insignia,24790,Diésel,2020.0,3100,136.0,5,Manual,True,Toledo
FIAT,Punto,8500,Gasolina,2016.0,42548,69.0,5,Manual,True,Valencia
RENAULT,Kadjar,14800,Diésel,2015.0,51487,130.0,5,Manual,True,Córdoba
VOLKSWAGEN,Sharan,1490,Diésel,1998.0,254000,110.0,5,Manual,True,Vizcaya
PORSCHE,Panamera,67990,Gasolina,2015.0,84977,440.0,5,Automático,True,Cádiz
KIA,Stonic,16500,Gasolina,2018.0,28128,120.0,5,Manual,True,Madrid
LAND-ROVER,Freelander,3700,Diésel,2003.0,340000,,3,Manual,False,Pontevedra
MASERATI,Ghibli,34990,Diésel,2014.0,90902,275.0,4,Automático,True,Madrid
OPEL,Corsa,15900,Diésel,2020.0,4,102.0,5,Manual,True,Vizcaya
SEAT,Arona,15000,Diésel,2018.0,45560,95.0,5,Manual,True,Barcelona
VOLKSWAGEN,Polo,13990,Gasolina,2020.0,10563,80.0,5,Manual,True,Barcelona
OPEL,Crossland X,16000,Gasolina,2018.0,19491,110.0,5,Manual,True,Murcia
PEUGEOT,208,6900,Diésel,2015.0,119362,68.0,5,Manual,True,Castellón
RENAULT,Clio,700,Gasolina,2001.0,197000,,5,Manual,False,Madrid
PEUGEOT,508,8990,Diésel,2012.0,149634,163.0,5,Automático,True,Sevilla
BMW,Serie 1,18190,Diésel,2018.0,46800,116.0,5,Manual,True,Madrid
FORD,Focus,5800,Diésel,2009.0,98000,,3,Manual,False,Castellón
SMART,fortwo,8500,Eléctrico,2014.0,65000,75.0,3,Automático,False,Murcia
VOLKSWAGEN,Golf,7999,Gasolina,2005.0,230000,200.0,3,Manual,False,Ciudad Real
VOLKSWAGEN,Passat,6500,Diésel,2008.0,167500,140.0,5,Manual,False,Madrid
KIA,Sportage,11900,Diésel,2014.0,104782,115.0,5,Manual,True,Barcelona
MERCEDES-BENZ,Clase GLC,46400,Gasolina,2016.0,57963,367.0,5,Automático,True,Madrid
MERCEDES-BENZ,Clase E,45900,Diésel,2018.0,42295,194.0,2,Automático,True,Barcelona
VOLKSWAGEN,Golf,5990,Gasolina,2000.0,50000,100.0,2,Manual,True,Las Palmas
SEAT,Ibiza,12490,Diésel,2018.0,74322,95.0,5,Manual,True,Madrid
OPEL,Insignia,6950,Diésel,2012.0,88000,,5,Manual,False,Madrid
FORD,Explorer,5900,Gasolina,1996.0,170000,156.0,5,Automático,True,Valencia
VOLKSWAGEN,Golf,13900,Diésel,2015.0,119400,110.0,5,Manual,True,Lugo
HYUNDAI,Terracan,5000,Diésel,2005.0,247000,,5,Manual,False,Sevilla
VOLKSWAGEN,Golf,2000,Diésel,2003.0,363000,,5,Manual,False,Asturias
RENAULT,R4,4200,Gasolina,1990.0,64075,,5,Manual,False,Murcia
SEAT,Ibiza,600,Diésel,2003.0,200000,,3,Manual,False,Lleida
SMART,fortwo,9990,Eléctrico,2015.0,31721,75.0,3,Automático,True,Valencia
BMW,Serie 7,5500,Gasolina,1989.0,268000,188.0,4,Manual,False,Burgos
AUDI,A6 allroad quattro,2800,Diésel,2004.0,2000,,5,Manual,False,Guipúzcoa
OPEL,Mokka X,14200,Gasolina,2018.0,58529,140.0,5,Manual,True,Baleares
BMW,Serie 1,15750,Gasolina,2018.0,42500,109.0,5,Manual,True,Las Palmas
NISSAN,QASHQAI,21300,Gasolina,2019.0,9994,140.0,5,Manual,True,Guipúzcoa
RENAULT,Trafic,18990,Diésel,2016.0,19990,125.0,5,Manual,True,Vizcaya
NISSAN,QASHQAI,23495,Gasolina,2019.0,4500,160.0,5,Manual,True,Lleida
CITROEN,C4 Picasso,3900,Diésel,2011.0,200000,,5,Manual,False,Vizcaya
MINI,MINI,4999,Gasolina,2004.0,170000,,3,Automático,False,Málaga
VOLKSWAGEN,Caravelle,45800,Diésel,2016.0,66500,114.0,4,Manual,False,Baleares
VOLKSWAGEN,Golf,27990,Gasolina,2017.0,89450,230.0,5,Automático,True,Madrid
OPEL,Zafira,1990,Diésel,2005.0,322000,125.0,5,Manual,True,Álava
BMW,Serie 3,14990,Diésel,2014.0,155119,184.0,5,Automático,True,Barcelona
VOLKSWAGEN,California,54900,Diésel,2021.0,10,150.0,5,Automático,True,Madrid
OPEL,Corsa,3500,Gasolina,2011.0,145000,,5,Manual,False,Tenerife
VOLKSWAGEN,Caravelle,12000,Diésel,2007.0,251000,130.0,4,Manual,True,Alicante
PEUGEOT,208,7950,Gasolina,2013.0,60341,82.0,5,Manual,True,Castellón
VOLKSWAGEN,Passat,1800,Diésel,2001.0,280000,,5,Manual,False,Badajoz
TOYOTA,CHR,19790,Híbrido,2019.0,71500,122.0,5,Automático,True,Madrid
JAGUAR,XType,6999,Diésel,2008.0,231000,145.0,4,Automático,False,Guadalajara
AUDI,A4,8500,Diésel,2006.0,186000,140.0,4,Automático,True,Navarra
SEAT,León,14799,Diésel,2018.0,20975,115.0,5,Manual,True,Madrid
ASTON MARTIN,Rapide,89000,Gasolina,2012.0,76286,477.0,5,Automático,True,Valencia
RENAULT,Clio,4650,Diésel,2015.0,187000,,5,Manual,False,Vizcaya
PEUGEOT,508,10900,Diésel,2016.0,192819,180.0,5,Automático,True,Badajoz
SEAT,Toledo,650,Diésel,1998.0,325000,,5,Manual,False,Cantabria
AUDI,A1,10900,Gasolina,2014.0,42678,86.0,3,Manual,True,Valencia
MITSUBISHI,Outlander,17500,Diésel,2015.0,97200,150.0,5,Manual,True,Vizcaya
MINI,MINI,15900,Gasolina,2015.0,63600,136.0,5,Manual,True,Zaragoza
MERCEDES-BENZ,Clase CLA,19800,Diésel,2016.0,114357,136.0,5,Automático,True,La Rioja
AUDI,A1,15999,Gasolina,2016.0,20850,95.0,5,Automático,False,Badajoz
PEUGEOT,206 SW,1600,Diésel,2012.0,234000,,5,Manual,False,Madrid
AUDI,A5,11100,Diésel,2010.0,149800,,3,Manual,False,Alicante
VOLKSWAGEN,Crafter,44900,Diésel,2017.0,100000,140.0,4,Manual,True,Castellón
SEAT,Ibiza,13000,Gasolina,2019.0,20000,80.0,5,Manual,True,Barcelona
OPEL,Corsa,17400,Diésel,2020.0,10,102.0,5,Manual,True,Girona
CITROEN,C5 Aircross,21990,Gasolina,2019.0,9009,131.0,5,Manual,True,Madrid
BMW,Serie 7,10990,Diésel,2008.0,244000,245.0,4,Automático,True,A Coruña
PEUGEOT,308,20000,Diésel,2020.0,2,130.0,5,Manual,True,Asturias
SEAT,Altea XL,3250,Diésel,2007.0,299000,,5,Automático,False,Tarragona
ALFA ROMEO,147,2650,Diésel,2005.0,280649,115.0,5,Manual,True,Valencia
OPEL,Antara,5990,Diésel,2009.0,198000,150.0,5,Manual,False,Albacete
BMW,Serie 3,4500,Diésel,2004.0,203000,,5,Automático,False,Zaragoza
MERCEDES-BENZ,GLB,63200,Gasolina,2020.0,1,224.0,5,Automático,True,Barcelona
OPEL,Astra,17390,Gasolina,2020.0,14358,145.0,5,Manual,True,Madrid
MERCEDES-BENZ,Clase E,53254,Diésel,2018.0,13920,194.0,2,Automático,True,Madrid
CITROEN,C3,2500,Diésel,2005.0,227000,92.0,5,Manual,False,Málaga
MERCEDES-BENZ,Clase V,34900,Diésel,2017.0,60000,163.0,5,Automático,True,Barcelona
AUDI,A7,27000,Diésel,2013.0,130000,313.0,5,Automático,False,Castellón
RENAULT,Clio,3300,Gasolina,2000.0,29000,98.0,5,Manual,False,La Rioja
BMW,X2,30500,Diésel,2019.0,15794,150.0,5,Automático,True,Albacete
AUDI,TT,3500,Gasolina,1998.0,194000,180.0,3,Manual,False,Álava
AUDI,A4,5500,Gasolina,2004.0,198000,150.0,5,Manual,True,A Coruña
RENAULT,Clio,3290,Gasolina,2003.0,51000,60.0,5,Manual,True,Barcelona
PEUGEOT,508,19050,Diésel,2019.0,9300,130.0,5,Manual,True,Pontevedra
SEAT,León,5500,Diésel,2011.0,118500,,5,Manual,False,Almería
KIA,Niro,21900,Híbrido,2019.0,9500,141.0,5,Automático,True,Huelva
MERCEDES-BENZ,Clase C,38900,Diésel,2016.0,22401,170.0,2,Manual,True,Madrid
VOLKSWAGEN,Golf Sportsvan,16900,Diésel,2016.0,83932,110.0,5,Manual,True,Murcia
BMW,X1,23890,Diésel,2015.0,97988,150.0,5,Manual,True,Sevilla
MITSUBISHI,Space Wagon,800,Gasolina,2000.0,180000,,5,Manual,False,Badajoz
NISSAN,XTRAIL,21900,Diésel,2018.0,25000,130.0,5,Manual,True,Teruel
BMW,Z4,17900,Gasolina,2009.0,119000,204.0,2,Manual,False,Madrid
VOLVO,V60 Cross Country,19300,Diésel,2016.0,152148,190.0,5,Automático,True,Sevilla
AUDI,A6,4000,Gasolina,2005.0,320000,,5,Manual,False,Jaén
PEUGEOT,308,4800,Diésel,2010.0,206000,110.0,5,Manual,True,Navarra
FORD,Transit Courier,9250,Diésel,2020.0,1600,75.0,4,Manual,True,Sevilla
OPEL,Zafira Tourer,9999,Diésel,2015.0,128000,130.0,5,Manual,True,Málaga
KIA,Carens,10990,Gasolina,2014.0,93000,135.0,5,Manual,True,Valencia
VOLKSWAGEN,Arteon,44900,Gasolina,2019.0,30890,272.0,5,Automático,True,Navarra
TOYOTA,Rav4,28950,Híbrido,2020.0,1039,218.0,5,Automático,True,Madrid
AUDI,A3,14900,Diésel,2015.0,70800,110.0,5,Automático,True,Barcelona
TOYOTA,Aygo,10500,Gasolina,2020.0,605,72.0,5,Manual,True,Barcelona
CITROEN,Xsara Picasso,2100,Diésel,2002.0,224000,,5,Manual,False,Guadalajara
HYUNDAI,Santa Fe,18000,Diésel,2015.0,58700,150.0,5,Manual,True,Vizcaya
CITROEN,C2,1400,Diésel,2004.0,22600,70.0,3,Manual,False,Toledo
HYUNDAI,ix35,10990,Diésel,2013.0,82000,115.0,5,Manual,True,Tenerife
MERCEDES-BENZ,Clase E,19290,Diésel,2015.0,185000,136.0,5,Automático,False,Albacete
MERCEDES-BENZ,Clase GLA,27500,Gasolina,2019.0,25100,122.0,5,Automático,True,Asturias
VOLKSWAGEN,Scirocco,12990,Gasolina,2014.0,159000,122.0,3,Manual,True,Sevilla
SSANGYONG,Tivoli,13900,Diésel,2017.0,26867,115.0,5,Manual,True,Sevilla
MERCEDES-BENZ,Clase V,36958,Diésel,2018.0,30620,163.0,4,Automático,True,Madrid
VOLVO,V60,16990,Diésel,2016.0,157000,190.0,5,Automático,True,Madrid
MERCEDES-BENZ,Clase A,34500,Diésel,2019.0,13000,150.0,5,Automático,True,Madrid
MERCEDES-BENZ,Clase CLS,19500,Diésel,2012.0,189000,265.0,4,Automático,True,Jaén
VOLVO,S40,2200,Diésel,2004.0,147000,136.0,4,Manual,False,Barcelona
AUDI,A8,53895,Diésel,2018.0,87600,286.0,4,Automático,True,Valencia
SEAT,Ibiza,11450,Gasolina,2019.0,13146,80.0,5,Manual,True,Madrid
FORD,CMax,10800,Diésel,2016.0,83445,105.0,5,Manual,True,Madrid
OPEL,Crossland,24750,Diésel,2020.0,10,120.0,5,Automático,True,Valencia
VOLKSWAGEN,Scirocco,17099,Gasolina,2008.0,168000,200.0,3,Automático,False,Cádiz
AUDI,A4,20995,Gasolina,2018.0,87773,150.0,4,Manual,True,Murcia
SEAT,León,7890,Diésel,2009.0,159990,140.0,5,Manual,True,Valencia
SEAT,Mii,4800,Gasolina,2012.0,120000,75.0,3,Manual,True,Valencia
KIA,Niro,16900,Híbrido,2017.0,48500,141.0,5,Automático,True,La Rioja
AUDI,A1,23300,Gasolina,2019.0,11264,116.0,5,Manual,True,Barcelona
CHEVROLET,Aveo,2300,Gasolina,2009.0,150000,,5,Manual,False,Asturias
MERCEDES-BENZ,Clase CLA,18990,Diésel,2013.0,289000,170.0,4,Manual,True,Girona
BMW,i3,22990,Eléctrico,2017.0,89632,170.0,5,Automático,True,Madrid
FORD,Focus,20750,Gasolina,2019.0,27818,150.0,5,Manual,True,Navarra
FORD,Focus,1200,Diésel,2004.0,339396,100.0,5,Manual,False,Madrid
MERCEDES-BENZ,Clase M,29000,Diésel,2013.0,100000,258.0,5,Automático,True,Vizcaya
LAND-ROVER,Range Rover Evoque,16000,Diésel,2013.0,167000,150.0,5,Manual,True,Madrid
FORD,Mondeo,4300,Diésel,2008.0,18000,,5,Manual,False,Alicante
SEAT,Ibiza,2390,Diésel,2002.0,198500,130.0,3,Manual,False,Valencia
PEUGEOT,508,31990,Gasolina,2019.0,16050,180.0,5,Automático,True,Madrid
CITROEN,Xsara,800,Diésel,2001.0,241000,,5,Manual,False,Lleida
OPEL,Mokka X,16300,Gasolina,2018.0,53300,140.0,5,Manual,True,Tarragona
KIA,Sorento,15000,Diésel,2011.0,95000,197.0,5,Automático,False,Cuenca
TOYOTA,Auris,14700,Híbrido,2017.0,67844,136.0,5,Automático,True,Madrid
VOLKSWAGEN,Passat,14790,Diésel,2017.0,131000,120.0,4,Manual,True,Vizcaya
CITROEN,Xsara,900,Diésel,2004.0,247000,90.0,5,Manual,False,Madrid
AUDI,A5,37999,Gasolina,2017.0,44000,252.0,5,Automático,True,Alicante
SEAT,León,11000,Diésel,2017.0,134200,115.0,5,Manual,True,Alicante
KIA,Picanto,8990,Gasolina,2019.0,22032,67.0,5,Manual,True,Madrid
SEAT,León,22490,Diésel,2019.0,28172,150.0,5,Automático,True,Pontevedra
PEUGEOT,108,11500,Gasolina,2020.0,10,72.0,5,Manual,True,Granada
VOLKSWAGEN,Golf,18490,Híbrido enchufable,2015.0,84500,204.0,5,Automático,True,Girona
DACIA,Sandero,7500,Gasolina,2014.0,57000,90.0,5,Manual,True,Huelva
FIAT,500,5600,Gasolina,2013.0,54000,69.0,3,Manual,False,Asturias
VOLKSWAGEN,Multivan,23900,Diésel,2015.0,151000,180.0,4,Manual,True,Málaga
RENAULT,Clio,15500,Diésel,2020.0,22,90.0,5,Manual,True,Barcelona
SEAT,Ibiza,1000,Diésel,2002.0,400000,,2,Manual,False,Navarra
PEUGEOT,Partner,2900,Diésel,2006.0,218000,75.0,5,Manual,False,Sevilla
RENAULT,Mégane,1000,Diésel,2003.0,150000,120.0,5,Manual,False,Tarragona
SKODA,Octavia,950,Diésel,2002.0,286000,110.0,5,,False,Madrid
KIA,Niro PHEV,26900,Híbrido enchufable,2020.0,3597,141.0,5,Automático,True,Barcelona
TOYOTA,Auris,15900,Gasolina,2018.0,6941,116.0,5,Manual,True,Las Palmas
BMW,Serie 3,20900,Diésel,2017.0,45755,150.0,4,Manual,False,Alicante
MERCEDES-BENZ,CLA,76700,Gasolina,2021.0,0,306.0,4,Manual,True,Málaga
FORD,Fiesta,2950,Diésel,2012.0,220000,90.0,3,Manual,True,Barcelona
AUDI,A4,5500,Diésel,2007.0,180000,140.0,5,Manual,False,
MERCEDES-BENZ,Clase C,36900,Híbrido,2019.0,3284,184.0,4,Automático,True,Barcelona
CITROEN,C4,3000,Gasolina,2007.0,130000,,5,Manual,False,Cáceres
PEUGEOT,308,20500,Diésel,2020.0,0,130.0,5,Manual,True,Málaga
NISSAN,QASHQAI,16500,Diésel,2017.0,42500,110.0,5,Manual,True,Málaga
RENAULT,Clio,11500,Gasolina,2018.0,49500,90.0,5,Manual,True,Girona
SSANGYONG,Rodius,3200,Diésel,2006.0,205000,,5,Manual,False,Madrid
PEUGEOT,508 Hybrid,35140,Híbrido enchufable,2020.0,100,225.0,5,Automático,True,Ciudad Real
RENAULT,Scénic,20500,Diésel,2019.0,23500,120.0,5,Manual,True,Madrid
BMW,Serie 2 Active Tourer,14990,Diésel,2015.0,108837,150.0,5,Automático,True,Barcelona
CADILLAC,BLS,5000,Diésel,2006.0,98000,150.0,4,Automático,False,Lugo
FIAT,Doblò,9900,Diésel,2016.0,84023,90.0,5,Manual,True,Tarragona
CITROEN,C3,10899,Gasolina,2018.0,20930,82.0,5,Manual,True,Barcelona
SEAT,Arona,15600,Diésel,2019.0,17731,95.0,5,Manual,True,Las Palmas
FORD,Mondeo,3900,Diésel,2007.0,240000,125.0,5,Manual,False,Ciudad Real
RENAULT,Scénic,2499,Diésel,2005.0,219000,120.0,5,Manual,True,Madrid
MERCEDES-BENZ,Clase CLA,23500,Diésel,2015.0,42942,136.0,4,Manual,True,Granada
MINI,MINI,6500,Gasolina,2009.0,179185,120.0,3,Manual,True,Valencia
VOLKSWAGEN,Tiguan,24500,Diésel,2017.0,132000,150.0,5,Automático,True,Sevilla
MERCEDES-BENZ,Clase C,42000,Gasolina,2018.0,4074,184.0,2,Automático,True,Madrid
PEUGEOT,5008,12900,Gasolina,2015.0,54400,120.0,5,Manual,True,Madrid
VOLKSWAGEN,Golf,25900,Gasolina,2015.0,115000,300.0,3,Manual,False,Barcelona
AUDI,A4,10300,Diésel,2008.0,120000,,5,Manual,False,Badajoz
PEUGEOT,407,3550,Gasolina,2004.0,90000,,4,Manual,False,Valencia
MERCEDES-BENZ,GLB,63300,Gasolina,2020.0,5,224.0,5,Automático,True,Madrid
BMW,Serie 3,4500,Diésel,2005.0,240000,150.0,4,Manual,False,Zaragoza
VOLKSWAGEN,TRoc,20500,Diésel,2019.0,22629,115.0,5,Manual,True,Madrid
MERCEDES-BENZ,GLA,43746,Diésel,2020.0,0,150.0,5,Automático,True,Baleares
CITROEN,C4 Picasso,3100,Diésel,2009.0,230000,110.0,5,Manual,False,Córdoba
MERCEDES-BENZ,Clase E,8200,Diésel,2008.0,298000,,4,Automático,False,Murcia
MERCEDES-BENZ,Clase E,58299,Híbrido enchufable,2020.0,1,306.0,4,Automático,True,Madrid
TOYOTA,Verso,14920,Gasolina,2018.0,63280,132.0,5,Manual,True,Salamanca
MERCEDES-BENZ,Clase C,24990,Diésel,2015.0,89999,170.0,4,Automático,True,Valencia
MERCEDES-BENZ,Clase C,55000,Gasolina,2015.0,69000,476.0,4,Automático,False,Málaga
TOYOTA,CHR,20900,Híbrido,2020.0,9000,122.0,5,Automático,True,Guipúzcoa
CITROEN,CElysée,9999,Gasolina,2018.0,42500,82.0,4,Manual,True,Badajoz
SUBARU,Forester,10000,Diésel,2009.0,120000,147.0,5,Manual,False,Barcelona
MERCEDES-BENZ,Clase G,65000,Diésel,2013.0,145000,211.0,5,Automático,True,Alicante
SMART,forfour,2750,Diésel,2004.0,135000,95.0,5,Manual,False,Málaga
FIAT,Freemont,16900,Diésel,2015.0,78700,140.0,5,Manual,True,Asturias
CITROEN,C4 Cactus,13150,Diésel,2019.0,32524,99.0,5,Manual,True,Burgos
NISSAN,QASHQAI,14490,Diésel,2018.0,73338,115.0,5,Manual,True,Castellón
PEUGEOT,Bipper,4990,Diésel,2013.0,120000,75.0,5,Manual,True,Tarragona
PEUGEOT,e2008,37200,Eléctrico,2020.0,5,136.0,5,Manual,True,Madrid
PEUGEOT,807,4200,Diésel,2007.0,250632,,5,Manual,False,Madrid
JAGUAR,Serie XJ,4500,Gasolina,2000.0,188000,,5,Automático,False,Baleares
TOYOTA,Corolla,4000,Gasolina,2003.0,75000,110.0,5,Manual,False,Valencia
NISSAN,JUKE,11800,Diésel,2016.0,64384,110.0,5,Manual,True,Madrid
FORD,Fiesta,8500,Gasolina,2017.0,77360,82.0,5,Manual,True,Tarragona
NISSAN,QASHQAI+2,12500,Gasolina,2010.0,96000,140.0,5,Manual,False,Sevilla
VOLKSWAGEN,Passat,6500,Diésel,2012.0,210000,105.0,5,Manual,True,Huelva
PEUGEOT,308,18700,Diésel,2020.0,10,130.0,5,Manual,True,Barcelona
TOYOTA,Auris,15000,Híbrido,2016.0,44000,136.0,5,Automático,False,Palencia
MERCEDES-BENZ,Clase C,8000,Diésel,2008.0,270000,170.0,4,Manual,False,Madrid
HYUNDAI,i30,8490,Gasolina,2015.0,102320,100.0,3,Manual,True,Madrid
FIAT,Tipo,10900,Diésel,2018.0,56000,95.0,5,Manual,True,Sevilla
HYUNDAI,IONIQ,23500,Híbrido,2020.0,55,141.0,5,Automático,True,Barcelona
BMW,X3,44997,Diésel,2018.0,51000,190.0,5,Automático,True,Zaragoza
PEUGEOT,307,1300,Diésel,2002.0,360000,,3,Manual,False,Pontevedra
SEAT,Toledo,350,Diésel,1996.0,240000,,5,Manual,False,Cantabria
BMW,Serie 1,9900,Diésel,2008.0,240000,,3,Manual,False,Asturias
AUDI,A3,14990,Diésel,2016.0,128925,110.0,5,Manual,True,Burgos
AUDI,A4 Allroad Quattro,900,Diésel,2004.0,300000,,5,Automático,False,Huelva
BMW,Serie 3,6500,Diésel,2008.0,270000,,5,Manual,False,Vizcaya
VOLKSWAGEN,Passat,1399,Gasolina,2002.0,199999,102.0,4,Manual,True,Toledo
VOLKSWAGEN,Polo,11700,Diésel,2018.0,83000,95.0,5,Manual,True,Sevilla
OPEL,Zafira,1400,Diésel,2004.0,315000,,5,Manual,False,Barcelona
NISSAN,Terrano II,3800,Diésel,1996.0,320000,100.0,3,Manual,False,León
BMW,Serie 3,18990,Diésel,2016.0,119000,190.0,5,Automático,True,Vizcaya
SEAT,Ibiza,1200,Diésel,2003.0,285000,64.0,3,Manual,False,Barcelona
AUDI,A8,3500,Diésel,2000.0,250000,150.0,4,Automático,False,Barcelona
AUDI,A3,23500,Gasolina,2019.0,17713,150.0,5,Automático,True,Madrid
MITSUBISHI,Eclipse Cross,33300,Gasolina,2020.0,1,163.0,5,Automático,True,Lleida
SEAT,Ibiza,4600,Diésel,2009.0,169000,105.0,5,Manual,False,Murcia
PEUGEOT,308,13990,Gasolina,2018.0,34970,130.0,5,Manual,True,Madrid
CITROEN,Berlingo,10500,Gasolina,2017.0,21100,110.0,5,Manual,False,Las Palmas
VOLKSWAGEN,Polo,7490,Diésel,2010.0,72000,105.0,5,Manual,True,Madrid
MITSUBISHI,L200,15500,Diésel,2015.0,163000,136.0,4,Manual,True,Vizcaya
MINI,Countryman,47500,Gasolina,2020.0,6500,306.0,5,Automático,True,Alicante
FIAT,500,7200,Gasolina,2017.0,58756,69.0,3,Manual,True,Las Palmas
JEEP,Renegade,33995,Híbrido enchufable,2020.0,5600,240.0,5,Automático,True,Vizcaya
DACIA,Sandero,3990,Gasolina,2012.0,147000,75.0,5,Manual,True,Alicante
BMW,Serie 3,3500,Gasolina,2002.0,225000,170.0,4,Manual,True,Madrid
OPEL,Astra,8900,Diésel,2016.0,100000,110.0,5,Manual,True,Madrid
PORSCHE,Panamera,99000,Diésel,2016.0,42000,422.0,5,Automático,True,Asturias
MINI,MINI,3900,Gasolina,2001.0,128000,,3,Manual,False,Barcelona
CITROEN,Berlingo,1300,Diésel,2005.0,370000,,5,Manual,False,Tarragona
SEAT,Córdoba,1100,Gasolina,1999.0,265000,,4,Manual,False,Baleares
FORD,Ka+,8475,Gasolina,2018.0,26324,70.0,5,Manual,True,Valencia
BMW,Serie 1,5900,Gasolina,2005.0,90000,150.0,5,Manual,True,La Rioja
RENAULT,Mégane,20980,Gasolina,2016.0,97000,275.0,3,Manual,True,Lugo
MERCEDES-BENZ,Clase A,1900,Diésel,2002.0,284000,,5,Manual,False,Alicante
VOLKSWAGEN,Polo,10900,Gasolina,2018.0,73000,75.0,5,Manual,True,A Coruña
FORD,Tourneo Custom,26000,Diésel,2017.0,55000,130.0,5,Manual,False,Málaga
VOLKSWAGEN,Polo,5000,Diésel,2010.0,230000,90.0,3,Automático,False,Tarragona
OPEL,Astra,2300,Diésel,2009.0,196000,,5,Manual,False,Vizcaya
AUDI,A3,16600,Diésel,2016.0,72320,110.0,5,Automático,True,Zaragoza
SEAT,Ibiza,5500,Diésel,2008.0,88000,,5,Manual,False,Barcelona
VOLKSWAGEN,Passat,2200,Gasolina,2001.0,230000,,5,Automático,False,Alicante
BMW,Serie 5,27900,Diésel,2016.0,59365,190.0,5,Automático,True,Zaragoza
MERCEDES-BENZ,Clase GLC,29800,Diésel,2016.0,73012,170.0,5,Automático,True,Sevilla
SEAT,Ateca,17999,Gasolina,2019.0,34980,115.0,5,Manual,True,Málaga
BMW,Serie 1,19900,Diésel,2016.0,44762,150.0,5,Manual,True,Vizcaya
SEAT,Altea XL,5499,Gasolina,2009.0,158172,125.0,5,Manual,True,Madrid
CHRYSLER,Voyager,1600,Gasolina,1997.0,199640,,5,Automático,False,Málaga
MERCEDES-BENZ,190,2000,Gasolina,1992.0,137000,126.0,4,Manual,False,Tenerife
FORD,Escort,1000,Gasolina,2000.0,300000,,5,Manual,False,Valencia
CITROEN,Grand C4 Picasso,15500,Gasolina,2016.0,56000,130.0,5,Manual,True,Vizcaya
VOLKSWAGEN,Golf,24700,Gasolina,2016.0,28288,220.0,5,Automático,True,Barcelona
CITROEN,C5 Aircross,26700,Diésel,2020.0,5000,131.0,5,Manual,True,Vizcaya
RENAULT,Mégane,2250,Diésel,2004.0,100000,,5,Manual,False,Lleida
DACIA,Sandero,9900,Gasolina,2018.0,4300,73.0,5,Manual,True,Badajoz
OPEL,Astra,2000,Diésel,2006.0,214000,,5,Manual,False,Albacete
CHEVROLET,Captiva,8300,Diésel,2010.0,128900,127.0,5,Manual,True,Murcia
BMW,Serie 3,12000,Diésel,2011.0,190000,,4,Manual,True,Zamora
PEUGEOT,208,14000,Gasolina,2019.0,23669,110.0,5,Manual,True,Asturias
MAZDA,Mazda6,17400,Diésel,2017.0,111000,150.0,4,Manual,True,Valencia
AUDI,A4,21900,Diésel,2017.0,79936,150.0,4,Manual,True,Barcelona
MERCEDES-BENZ,Clase B,18400,Diésel,2016.0,59544,109.0,5,Manual,True,Guipúzcoa
CITROEN,C4,6500,Diésel,2012.0,165800,,5,Manual,False,Valencia
VOLKSWAGEN,Golf,22000,Diésel,2015.0,70000,184.0,5,Automático,True,Málaga
PEUGEOT,108,9000,Gasolina,2019.0,27000,72.0,5,Manual,False,Madrid
AUDI,A4,24900,Gasolina,2018.0,21841,150.0,4,Manual,True,Navarra
MINI,MINI,14700,Diésel,2018.0,21100,95.0,3,Manual,False,Madrid
NISSAN,QASHQAI,16550,Diésel,2017.0,50417,110.0,5,Manual,True,Valencia
TOYOTA,Rav4,17999,Híbrido,2016.0,150000,197.0,5,Automático,True,Madrid
PEUGEOT,Partner,1400,Diésel,1999.0,265000,,5,Manual,False,Málaga
VOLVO,C30,6490,Diésel,2007.0,92000,136.0,3,Manual,True,Málaga
AUDI,A5,24990,Diésel,2016.0,101000,190.0,5,Automático,True,Granada
HONDA,CRV,15900,Diésel,2014.0,104000,120.0,5,Manual,True,Madrid
OPEL,Mokka X,18950,Gasolina,2019.0,20356,140.0,5,Automático,True,Baleares
RENAULT,Scénic,2650,Diésel,2005.0,180000,,5,Manual,False,Alicante
